|LANDXADDRESSPOINT|LANDYADDRESSPOINT|NAME|DESCRIPTION|INC_CRC|FMEL_UPD_D|HYPERLINK
170|28195.6855|46590.4531|Yishun Neighbourhood Park|Bound by Yishun Ave 2, Ave 7 and St 22. Yishun St 20 leads straight to the park.|9D531CC4CC25FAEE|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/yishun-neighbourhood-park
171|38918.97|33128.28|Tanah Puteh Park|Jalan Tanah Puteh|C32F84850A50B2E9|20200218182414|
172|40304.340000000004|35024.48|Jalan Pari Dedap Playground|Jalan Pari Dedap|B253351D85E65E0A|20200218182414|
173|40583.168|34025.1172|Jalan Limau Kasturi Playground|Junction of Jalan Limau Kasturi and Jalan Limau Nipis|9257829B06B65D33|20200218182414|
174|32200.668|42349.2734|Dew Garden|Jalan Tari Payong|B1087E9F050C5D64|20200218182414|
175|30607.8359|41066.14|Sunrise Way Playground|Located along Sunrise Way|5AD78C5AAD9DF46D|20200218182414|
176|33398.23|36545.88|Jalan Kelichap Playground|Located along Jalan Kelichap (Road) is a central green space surrounded by residential houses in Tai keng gardens Estate|E320990175BAA58F|20200218182414|
177|37822.29|33765.1523|Interim Park at Terang Bulan Avenue|Between New Upper Changi Road and Terang Bulan Ave|B6D8116DB09F97B6|20200218182414|
178|41901.76|35690|Sunbird Circle Playground|Sunbird Circle|F29F4C63B7397725|20200218182414|
179|42136.54|36470.23|Jalan Pelatok Playground|Jalan Pelatok|5C59D5B40A6ADC9A|20200218182414|
180|40565.69|34058.4|Jalan Limau Kasturi Open Space|Junction of Jalan Limau Kasturi and Jalan Limau Nipis|E576647428D29775|20200218182414|
181|45029.7422|41523.58|Changi East Boardwalk|Along Changi Village Road near Civil Service Club|75B94ABAD360C035|20200218182414|
182|27541.654300000002|40439.168|Teacher's Estate Playground|Teacher's estate , opposite shop houses|77203A0769DABF8D|20200218182414|
183|38070.4|32588.9766|East Coast Terrace Park|2 parts of the Park, bounded by East Coast Avenue and Marine Parade Road|6D0045A80FDBB63B|20200218182414|
184|26100.54|32594.55|Singapore Botanic Gardens|"Located in central Singapore and just five minutes away (by bus) from Orchard Road.
Address: 1 Cluny Road, Singapore 259569"|B9A3B07267C422E1|20200424165515|
185|24640.57|27586.96|Labrador Nature Reserve|Along Labrador Villa Road|75F7C879647D4FBA|20200424165515|
186|26812.40275|46208.64166|Sembawang Hot Spring Park|Along Gambas Avenue|DB357C60AF775573|20200424165515|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/sembawang-hot-spring-park
187|39451.043|33254.36|Sennett Avenue Playground|Bounded by Sennett Ave and Sennett Place|0FCE10E5E6E256C6|20200218182414|
188|40025.74|33505.832|Lucky Gardens Playground|Lucky Gardens|1C026F0B6C8B6B1F|20200218182414|
189|37743.57|35169.7227|Bedok Town Park|Bedok North Avenue 3. Bounded by Bedok North Road, Bedok North Avenue 3 and the Pan Island Expressway|D24B1FE235BEE9F4|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/bedok-town-park
190|28556.7051|40924.26|Lentor Grove Playground|Near Lentor Road and Lentor Green|C38D382A967F2E94|20200218182414|
191|36846.0938|32514.7383|Telok Kurau Lorong N Park|Lorong N Telok Kurau|586903718DAAF613|20200218182414|
192|31905.5547|41081.1953|Dedap Place Playground|Dedap Place|BC4B404B91317126|20200218182414|
193|31809.8965|37700.2539|Chuan Walk Playground|Along Chuan Walk|FE592D76E41AC86E|20200218182414|
194|38404.5977|35695.9258|Bedok Reservoir Park|Along Bedok Reservoir Road|3F999E73F889E1C3|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/bedok-reservoir-park
195|31792.440000000002|36582.01|Jalan Riang Playground|Located along Jalan Riang (Road) is a central green space surrounded by shophouses and residential houses in Braddel Height Estate.|6E418CC1927067D6|20200218182414|
196|43865.020000000004|41329.9961|Changi West Boardwalk|Along Andover and Cranwell Road|A7845D36BCDC1CFC|20200218182414|
197|21140.61|35341.090000000004|Cheng Soon Garden Playground|Located along Kismis Road and Toh Yi Drive|A67AD95D8F7A42BC|20200218182414|
198|20594.543|36474.72|Jalan Tekukor Playground|Jalan Selanting, along Jalan Jurong Kechil|1F38F9A714071F75|20200218182414|
199|23911.4746|33949.2266|Namly Park|Located along Namly Place|D4098D99D8A898F9|20200218182414|
200|29047.1738|34119.375|Novena Rise Park|Along Novena Rise|3239DA75EB85361C|20200218182414|
201|29100.1523|32743.9336|Hooper Road Playground|Along Hooper Road and Makepeace Road/Jalan Aruan|3EB910FEC676D119|20200218182414|
202|23062.58|29073.7734|Chwee Chian Playground|Chwee Chian Road, Springwood Estate|4FD06B73056FE731|20200218182414|
203|30256.8164|30202.709|Esplanade Park|Along Connaught Drive, opposite Padang and City Hall|796C29E57BAEE0E3|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/esplanade-park
204|29555.4121|38168.4063|Bishan-Ang Mo Kio Park|"Along Bishan Road and Ang Mo Kio Ave 1
"|ED24812599665100|20200218182414|
205|34109.36|31746.834|Arthur Park|Along Arthur Road|FE5148DF1325C119|20200218182414|
206|23219.9941|31845.9941|one-north Park: Biopolis|North Buona Vista Road, opposite Ministry of Education|9E56510CDF41EAFD|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/one-north-park-biopolis
207|33903.82|31060.6016|Katong Park|Junction of Meyer Road & Fort Road|872C841CC5199FAA|20200218182414|
208|34775.2266|31214.7617|Meyer Road Playground|Junction of Meyer Road & Crescent Rd|FE035938BE2DF0F3|20200218182414|
209|29172.2676|33159.03|Thomson Road Playground|Along Licoln Road|F22245ECFDC85E78|20200218182414|
210|26286.09|33661.32|Jacob Ballas Children's Garden|"In the Bukit Timah Core of the Singapore Botanic Gardens
Address: 481, Bukit Timah Road, Singapore 259769"|70AD9F934D3DC44D|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/jacob-ballas-childrens-garden
211|27092.156300000002|37816.1133|Jupiter Road Playground|Along Jupiter road playground|B8558938C839E971|20200218182414|
212|28821.3672|33624.33|Gentle Drive Playground|At the end of Gentle Drive|6433E1F4C5E4ACB5|20200218182414|
213|27983.91|33709.69|Goldhill Avenue Playground|Junction of Goldhill Place and Goldhil Avenue|E4B5AF291E6150FE|20200218182414|
214|23410.0273|28685.8711|Pasir Panjang Park|Off Pasir Panjang Road, beside Pasir Panjang Food Centre|0D115E6FDFCD277D|20200218182414|
215|34237.875|32882.332|Lorong 40 Geylang Playground|Along Lor 40 Geylang|8E53310885968D73|20200218182414|
216|29487.7988|28959.9531|Telok Ayer Park|Bounded by Maxwell Road, Cecil Street and Telok Ayer Street|611FE49DC6D16BDF|20200218182414|
217|33191.0469|34594.8945|Aljunied Park|Along Aljunied Road within Happy Garden Estate|AEDED76F676EB90A|20200218182414|
218|23199.58|29053.7578|Jambol Place Park|Jambol Place, Springwood Estate|3420DA28EF5B5655|20200218182414|
219|28692.5039|29424.6953|Pearl's Hill City Park|"Along Chin Swee Road and Pearl's Hill Road
"|4263D837CC5538E9|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/pearls-hill-city-park
220|33021.1|34947.293|Oasis@Mulberry Park|Junction of Upper Aljunied Road & Mulberry Avenue, Sennett Estate|AC7AA1819698A319|20200218182414|
221|35503.3828|32093.8516|Haig Walk|Adjacent to Seraya Lane and Mugliston Road|50CB7B0AD7A8537E|20200218182414|
222|28737.4453|37347.9375|Jalan Pintau Playground|along Jalan Pintau|EE93BB5C3B7D382C|20200218182414|
223|35610.0859|32966.18|Joo Chiat Terrace Interim Park|Along Joo Chiat Terrace|257CCFABE97D31F2|20200218182414|
224|24482.6328|35320.9023|Orchid Village Playground|Along Liden Dr|179F0FF2BDAE0A76|20200218182414|
225|21316.0781|33927.7148|Clementi Crescent Playground|Within Clementi Crescent Estate|ADC0488E38A1F9B4|20200218182414|
226|29046.271500000003|37274.2969|Pemimpin Place Playground|Along Pemimpin Place|F6C50CD9F00C7DFC|20200218182414|
227|27856.373|37304.92|Soo Chow Walk Playground|along Soo chow walk|462A8A66480A45CC|20200218182414|
228|20506.3848|35853.0664|Highgate Walk Playground|Along Highgate walk|A888D0B2ADED9910|20200218182414|
229|27456.96|38228.4453|Island Gardens Walk Playground|Along Island Garden Walk|D3DEEB0BBA176DD7|20200218182414|
230|28030.207000000002|35964.3125|MacRitchie Reservoir Park|Along Lornie Road|D89B4580EEF9CB19|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/macritchie-reservoir-park
231|31490.1465|30330.4355|Marina Promenade|Along Republic Boulevard and Republic Avenue|00E1DB2943D1749C|20200218182414|
232|29888.2676|39176.3|Ang Mo Kio Town Garden East|Junction of Ang Mo Kio Ave 3 and 8, behind Ang Mo Kio MRT Station|92EF3F1DFACC5D11|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/ang-mo-kio-town-garden-east
233|22375.4258|32753.2754|Holland Grove View Fitness Corner|Along Holland Grove View|719020429F7BECFD|20200218182414|
234|23321.6367|33853.8125|Sixth Avenue Playground|Along Sixth Avenue|DCD74FFF6BA84174|20200218182414|
235|30392.7|30579.5488|War Memorial Park|Bounded by Nicoll Highway, Stamford Road, Beach Road and Bras Basah Road|CA1E86CCF0B4B07B|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/war-memorial-park
236|31618.752|34005.28|Beng Wan Road Playground|Along Beng Wan Road|F571533F1A656670|20200218182414|
237|22411.8262|33168.1523|Henry Park|Along holland grove road|ED401EE20873C3AB|20200218182414|
238|29290.582000000002|30608.8438|River Valley Road / Clemenceau Avenue Open Space|Bounded by River Valley Road and Clemenceau Avenue|5EA9119C5C096F48|20200218182414|
239|29064.8477|39558.2227|Ang Mo Kio Town Garden West|Opposite Ang Mo Kio Town Library, along Ang Mo Kio Avenue 6|D5F6AA05F4EBB8F2|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/ang-mo-kio-town-garden-west
240|22165.8223|35950.332|Mayfair Park|Located along Jalan Gaharu|24E912B43EB95878|20200218182414|
241|34574.8633|32981.9648|Guillemard Road Open Space|Besides City Plaza towards Geylang Road|069CCF717AF5088A|20200218182414|
242|28079.7285|37626.6953|Thomson Park Estate Interim Park||A59816CD9F1E86FD|20200218182414|
243|38073.918|33718.168|Bangsawan Park|Jalan Bangsawan|E8D1D421BBAB98DB|20200218182414|
244|41833.07|33929.2|Eastwood Park Playground|Between Eastwood Way and Bedok PCN|F4FD697FF3D7BEB4|20200218182414|
245|25292.1484|34878.48|Watten Heights Playground|Along Watten Estate Road|C753D8230DE8A523|20200218182414|
246|22534.24|32894.81|Grove Lane Playground|Grove Lane, Grove Crescent and Grove Avenue|4C9A125C82C49F0D|20200218182414|
247|35304.38|32644.841800000002|Carpmael Road Open Space|Along Carpmael Road▀ and Ceylon Road|53A5108956DD999A|20200218182414|
248|28477.707000000002|31548.3965|Orchard Fountain Corner|Junction of Grange Road and Orchard Road|BFF845B255FD0BDE|20200218182414|
249|23796.0469|32669.9883|Holland Village Park|Junction of Holland Road and Holland Avenue|10230E7C94A5172E|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/holland-village-park
250|30243.0176|29970.834000000003|Waterboat House Garden|Along Fullerton Road|AFF1460341FB3F9A|20200218182414|
251|30396.1348|32304.1855|Rowell Road Open Space|Along Rowell Rd|3A9F65E90F23A4FD|20200218182414|
252|31040.5313|30100.2129|Youth Olympic Park|Raffles Avenue. Junction of Raffles Avenue and Bayfront Bridge|FFEB8DC08F15C9DE|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/youth-olympic-park
253|24902.6387|35299.0039|Greenwood Crescent Playground|Along Greenwood crescent|663619BA22257536|20200218182414|
254|24591.6113|28317.1973|Berlayer Creek|Behind Labrador Park MRT Station, 701 Telok Blangah Road|8467604070BF4B31|20200218182414|
255|27628.11|29586.5781|Kim Pong Park|Along Kim Pong Road and Kim Tian Road|FBF2CCADBB5BAF97|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/kim-pong-park
256|29056.6348|33840.17|Novena Park|Along Jalan Novena|58741C149776580F|20200218182414|
257|20382.2852|35389.543|Golden Rise Playground|Junction of Lorong Kismis and Toh Tuck Rise|179D861B34F7D0F9|20200218182414|
258|30388.010000000002|32452.0234|Lembu Road Open Space|Along Lembu Road|DB0C82B620ED0B07|20200218182414|
259|21291.65|36223.14|Hoover Park|Along Lorong Pisang Batu|E472D9BDFF470AB7|20200218182414|
260|35123.0078|31392.2441|Tanjong Katong Road South Playground|Along Tg Katong Road South|346A2DD6DADE8CD8|20200218182414|
261|22093.53|32933.7422|Jalan Kebaya Playground|junction of Jln Kebaya and Holland Grove Ave|B3CDBBD33E9E5638|20200218182414|
262|25461.5273|34507.06|Shelford Road Playground|Junction of Watten Rise and Shelford Road|1C58B562BCE93BB3|20200218182414|
263|27303.260000000002|33914.7|Malcolm Park|Along Malcolm Rd and Whiteley Rd|A8E6BEBC85BB54D1|20200218182414|
264|29376.9434|30516.8457|The Foothills Fort Canning Park|Along River Valley Road, opposite Liang Court|99BE2CEDB1A1BFA8|20200218182414|
265|33385.0156|35110.1758|MacPherson Linear Park|A linear park between Blk 20, Joo Seng Road and MacPherson Road in MacPherson Garden Estate. Also a transitional zone for commuters in industrial areas and for transport purposes.|2399BFAA54288753|20200218182414|
266|27830.7734|30351.2012|Ganges Avenue Open Space|Along Ganges Avenue|0FF74BF951ED6729|20200218182414|
267|32707.2637|34897.418|Chempaka Avenue Playground|Chempaka Avenue, Sennett Estate|740DB9D7A2814784|20200218182414|
268|34047.55|33780.4141|Geylang East Park|Besides Geylang East Swimming Complex along Aljunied Ave 1|79C5841226829C46|20200218182414|
269|29479.11|30463.7715|Fort Canning Park|Fort Canning Park is bounded by Hill Street, Canning Rise, Clemenceau Avenue and River Valley Road|D3CA7E673B90B48F|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/fort-canning-park
270|46735.9531|40595.6328|Changi Beach Park|Along Nicoll Drive and Changi Coast Road|8C0F232B46BD112E|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/changi-beach-park
271|41004.15|34662.3828|Jalan Chempaka Kuning Playground|Jalan Chempaka Kuning|811AD50F8608532A|20200218182414|
272|30831.08|40876.0664|Saraca Road Playground|Junction of Saraca Rd & Saraca Drive|59814E4B09F6FE7C|20200218182414|
273|31131.7813|40562.2578|Mimosa Walk Playground|Located along Mimosa Walk|B913153879777CA2|20200218182414|
274|42488.43|36614.9922|Mera Terrace Playground|Seagull Ave|FD3CD16FF0D16269|20200218182414|
275|41678.19|35484.87|Jalan Angin Laut Playground|Jalan Angin Laut|73EB6C1271B1DC36|20200218182414|
276|30440.9043|41357.950000000004|Sunrise Drive Playground 2|Located along Sunrise Drive|9BE4069974834C80|20200218182414|
277|28473.3516|41135.793|Lentor Road Playground|Junction of Lentor Road and Lentor Loop|166C60CDAE11A5FE|20200218182414|
278|41227.020000000004|40073.72|Pasir Ris Park|Pasir Ris Park stretches from Pasir Ris Road to Jalan Loyang Besar and can be accessed through Elias Road and Pasir Ris Green|41ED0CEE6A43FA08|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/pasir-ris-park
279|42725.4922|38343.8477|Loyang View Playground|Loyang view|16E8EE8751EDE02C|20200218182414|
280|37578.28|32311.084|Jalan Buloh Perindu Playground|Bounded by Jln Buloh Perindu and Keris Drive|FF174AC2E0F7B7EE|20200218182414|
281|40637.7852|34583.082|Tanah Merah Playground|Tanah Merah Kechil Ave|DA05434EA9991889|20200218182414|
282|32659.3184|40162.7734|Luxus Hills Park|Junction of Ang Mo Kio Ave 5 and Yio Chu Kang Road|2CE34B8946F4115F|20200218182414|
283|28612.904300000002|41020.5742|Banyan Villas Playground|Junction of Lentor Road and Lentor Plains|DA9218CFEB990E1B|20200218182414|
284|37023.770000000004|34137.7656|Taman Kembangan Playground|Along Taman Selamat and Taman Kembangan|CC2570746FC5DF0A|20200218182414|
285|40879.5273|34107.5078|Jalan Limau Manis Playground|Junction of Jalan Limau Nipis and Jalan Limau Manis|E2E2592EB83AD7F2|20200218182414|
286|33432.03|38110.183600000004|Richards Avenue Park|Along Richards Ave|DDA293041C8C4401|20200218182414|
287|32510.3789|42323.74|Lorong Tanggam Park|Lorong Tanggam|B46F9A64955BD430|20200218182414|
288|25144.2383|34327.0469|Bougainvillea Park|Junction of Dunearn Road and Watten Drive|CA4851EDE75AEDFE|20200218182414|
289|22379.3535|34343.12|Holland Green Playground|End of Holland Green road|B12A777F24E41F01|20200218182414|
290|31208.2285|31827.2832|North Bridge Garden|Along North bridge Road|61388BE2BB2E2435|20200218182414|
291|29170.8281|31291.5332|Istana Park|Bounded by Orchard Road, Penang Road, Penang Lane and Buyong Road.|F83007523ABDA15B|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/istana-park
292|29630.33|34754.2969|Toa Payoh Town Park|Junction of Toa Payoh Lor 2 and Toa Payoh Lor 6|C45A8A635B5C3F8B|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/toa-payoh-town-park
293|28182.341800000002|30581.1973|Kim Seng Park|Entrance via River Valley Green|00FD96AE03E7E4EA|20200218182414|
294|22202.1523|33109.996100000004|Mount Sinai Plain Playground|mount sinai plain, mount sinai crescent|C08AFFA29839130C|20200218182414|
295|28116.343800000002|37376.1328|Thomson Park|along Jalan Sembilang Road|00CFA46FDF491EDD|20200218182414|
296|22203.0371|32805.0273|Holland Grove View Playground|Along Holland Grove View|A98C186F51D9414E|20200218182414|
297|29398.1973|31189.6953|Dhoby Ghaut Green|Adjacent to Dhoby Ghaut MRT Station, opposite the Park Mall Shopping Centre|9D21F9CFC0C0E487|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/dhoby-ghaut-green
298|29574.033199999998|31870.2832|Mount Emily Park|Along Mt Emily Rd and Upper Wilkie Rd|043225DC16008504|20200218182414|
299|31746.0938|32012.8359|Kallang Riverside Park|Along Kallang Road, Stadium Road and Crawford Street|8BD1CD702AE3F9F7|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/kallang-riverside-park
300|30074.2988|29915.9863|Empress Place|Entrance via Empress Place|584CB62EF1ED852B|20200218182414|
301|26319.87|28639.62|Mount Faber Park|Junction of Kampong Bahru Road and Telok Blangah Road|D96EF1306309FB7E|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/mount-faber-park
302|37714.1875|31723.4941|East Coast Park|Along East Coast Parkway and East Coast Park Service Road|E4658AB7BFDC0DB5|20200218182414|
303|41071.5156|33855.96|Limau Garden Playground|Junction of Limau Garden and Salam Walk|B8289869042E85E1|20200218182414|
304|42129.76|36280.9258|Meragi Road Playground|Meragi Road|FBEBA0B887452AE6|20200218182414|
305|34289.2656|38814.9|Realty Park Playground|Along Lor 1 Realty Park|828FD782D8A57226|20200218182414|
306|41249.87|39300.3555|Pasir Ris Town Park|Along Pasir Ris Central, Opposite Pasir Ris MRT Station|682A4F3AC560CD9B|20200218182414|
307|41328.457|34404.8672|Bedok Ria Crescent Playground|Between Bedok Ria Crescent and Bedok PCN|804F060931653541|20200218182414|
308|23891.3281|33808.4648|Coronation Park Playground|Junction of Jalan Hagi Alias and Coronation Road West|408D16EA6460027C|20200218182414|
309|27650.0449|38119.5273|The Inglewood Playground|Along the Inglewood|AF2C2058DC5E9B57|20200218182414|
310|24901.7344|34058.793|Duchess Park|Along Duchess Avenue|A1D39EA678EDFFFA|20200218182414|
311|29257.9434|37019.090000000004|Clover Crescent Playground|Along Clover Crescent and Clover Ave|B1F341352F20F9F9|20200218182414|
312|29138.420000000002|36755.0352|Binchang Rise Playground|At the end of Binchang Rise|ACAB3D6A3F7E02FE|20200218182414|
313|28206.600000000002|36918.9063|Taman Permata Park|Along Upper Thomson Road|AEFDE6CC600E00FB|20200218182414|
314|22629.332000000002|35465.4531|Hua Guan Crescent Playground|Located along Hua Guan Crescent|74CC369AA90F4995|20200218182414|
315|24901.2441|39920.92|Central Catchment Nature Reserve|601 Island Club Road (Located close to Singapore Island Country Club, via Venus Drive )|3621026BD1D211A3|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/central-catchment-nature-reserve
316|32421.7|34659.3438|Siang Kuang Avenue Interim Park|Siang Kuang Avenue, Sennett Estate|C0F24BDD65199A53|20200218182414|
317|30763.7246|32642.77|Somme Road Playground|Along Petain Rd and Kitchener Link|84145C82116A130E|20200218182414|
318|29729.7344|30899.3262|Stamford Green|Bounded by Canning Rise and Stamford Road; Next to National Museum of Singapore|C73F1EE0BEE9D1B4|20200218182414|
319|24965.9414|33486.0156|King's Drive  Playground|junction of king's road and king's drive|D2871F4E89CF3AEF|20200218182414|
320|26258.0254|34187.270000000004|University Road Park|At the end of University Walk|382980E5C992C4D6|20200218182414|
321|22964.9512|33837.4531|Greenleaf View Park Playground|At the end of Greenleaf View|E3D8EBD783D3B367|20200218182414|
322|22159.4824|39220.65|Chestnut Nature Park|"Located along Chestnut Avenue and is abutting Central Catchment Nature Reserve, stretches along BKE, from Gali Batu Flyover to Dairy Farm Flyover.
PUB Waterworks is situated at the end of Chestnut Avenue, demarking the access road across the middle of Chestnut Nature Park.
 "|AFBB1AAB4CEF1004|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/chestnut-nature-park
323|29594.3027|29323.4141|Telok Ayer Green|Bounded by Amoy Street, Boon Tat Street and Telok Ayer Street|07CFE6567539200A|20200218182414|
324|28695.595699999998|39413.700000000004|Mayflower Crescent Playground|At the junction of Mayflower Crescent and Mayflower Avenue|B01AE2FF8B58F5CA|20200218182414|
325|30676.6113|41137.35|Sunrise Drive Playground 1|Located along Sunrise Drive|66086C14E8DACE2D|20200218182414|
326|39994.0938|39355.5859|Elias Terrace Playground|Junction of Elias Terrace and Elias Green|8B06ED4574E90FC9|20200218182414|
327|40813.1055|33764.6133|Kew Avenue Playground|Junction of Kew Avenue and Kew Drive|E3FD62E109D01A9C|20200218182414|
328|37385.9531|32814.4141|Greenfield Drive Playground|Greenfield Drive|8B896BD1155428FB|20200218182414|
329|40371.2031|37926.31|Sun Plaza Park|Along Tampines Avenue 7, Tampines Avenue 9|5BBA8A8EB630BA01|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/sun-plaza-park
330|45135.69|41460.7773|Changi Point Ferry Terminal|Near Lor Bekukong|AA9DDE6381971B22|20200218182414|
331|27896.8828|39226.05|Shangri-La Playground|Junction of Ang Mo Kio Ave 2 and Jalan Lanjut|FF16ED3C3767BD2C|20200218182414|
332|38142.700000000004|33595.7656|Opera Estate Football Field|Swan Lake Avenue|AD2BA4AF1306E38A|20200218182414|
333|28314.656300000002|41109.4766|Lentor Vale Playground|Junction of Lentor Vale and Lentor Way|00D14D4E70684188|20200218182414|
334|41029.44|34010.6523|Limau Villas Playground|End of Limau Terrace from Jalan Langgar Bedok|D2D5F65DB241AD6D|20200218182414|
335|33592.3125|36787.4922|Paya Lebar Crescent Open Space|Central open space at round about along Paya lebar cresent (road)|533A17097CE72D63|20200218182414|
336|32962.0078|40821.14|Mugliston Park Playground|Junction of Gerald Drive & Mugliston Park|03F3E458EBEEFCEC|20200218182414|
337|40502.98|40079.1|Sungei Api Api Park|Entrance via Pasir Ris Drive 3, Riverina View and Elias Road|4894713B31B66C67|20200218182414|
338|28463.8926|40294.207|Yio Chu Kang Gardens Playground|Turn right after Yio Chu Kang estate entrance|4BD7AB1ED2B7588F|20200218182414|
339|40839.48|38440.6133|Tampines Eco Green|"Tampines Avenue 9 and Tampines Avenue 12
"|4B8A3DF67A51E9DA|20200218182414|www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/tampines-eco-green
340|31019.38|40666.75|Mimosa Terrace Playground|Located along Mimosa Rd|78C61210DF1CC17B|20200218182414|
341|31608.5332|40836.9336|Neram Crescent Playground|Neram Crescent|F61B266734F722E2|20200218182414|
342|45223.9453|41396.76|Changi Point Waterfront Park|Near Lor Bekukong|554EFA4C1308DF81|20200218182414|
343|38528.9922|33516.0547|Aida Park|Between Bedok South Road and Aida Street|B1967F93364DFF89|20200218182414|
344|33751.35|36467.270000000004|Tai Keng Gardens Playground|A garden with hill top flanked by Jalan Lokam (Road), Tai keng Lane and Tai keng Garden (Road)|5849B290D7DCE062|20200218182414|
345|34348.5273|38888.0625|Realty Park|Along Hougang Ave 4 |A7BB1BF496807A8B|20200218182414|
346|45346.4766|41344.2461|Changi Point Promenade|Near Lor Bekukong|5FEA22BCC48153DA|20200218182414|
347|33857.832|37476.270000000004|Aroozoo Avenue Playground|Bounded by Aroozoo Ave and Jalan Mastuli|ACBC9E152D19BD06|20200218182414|
348|35836.5352|41506.1133|St. Anne's Wood Playground|Inside the private housing estate at St Anne's Wood|43A081292A7AE024|20200218182414|
349|40706.1328|34196.625|Bedok Terrace Playground|Between Bedok Rise and Bedok Terrace|7FFC95EC84EF2F0F|20200218182414|
